1,0,/,2,/,2,0,2,1
1,4,:,2,0,:,3,0
1,0,/,2,/,2,0,2,1
1,4,:,2,1,:,3,9
1,0,/,2,/,2,0,2,1
1,4,:,2,2,:,5
1,0,/,2,/,2,0,2,1
1,4,:,2,3,:,3,0
1,0,/,2,/,2,0,2,1
1,4,:,2,6,:,1,2
10/2/2021,14:27:52
10/2/2021,14:32:35
10/2/2021,14:33:38
10/2/2021,14:34:48
0.0,1,2,3,4,5,6
10/2/2021,14:36:54
0.0,1,2,3,4,5,6
0.5,1,2,3,4,5,6
1.0,1,2,3,4,5,6
1.5,1,2,3,4,5,6
2.0,1,2,3,4,5,6
2.5,1,2,3,4,5,6
3.0,1,2,3,4,5,6
3.5,1,2,3,4,5,6
4.0,1,2,3,4,5,6
4.5,1,2,3,4,5,6
5.0,1,2,3,4,5,6
5.5,1,2,3,4,5,6
6.0,1,2,3,4,5,6
6.5,1,2,3,4,5,6
7.0,1,2,3,4,5,6
7.5,1,2,3,4,5,6
8.0,1,2,3,4,5,6
8.5,1,2,3,4,5,6
9.0,1,2,3,4,5,6
9.5,1,2,3,4,5,6
10.0,1,2,3,4,5,6
10.5,1,2,3,4,5,6
11.0,1,2,3,4,5,6
11.5,1,2,3,4,5,6
12.0,1,2,3,4,5,6
12.5,1,2,3,4,5,6
13.0,1,2,3,4,5,6
13.5,1,2,3,4,5,6
14.0,1,2,3,4,5,6
14.5,1,2,3,4,5,6
10/2/2021,14:37:59
0.0,1,2,3,4,5,6
0.5,1,2,3,4,5,6
1.0,1,2,3,4,5,6
1.5,1,2,3,4,5,6
2.0,1,2,3,4,5,6
2.5,1,2,3,4,5,6
3.0,1,2,3,4,5,6
3.5,1,2,3,4,5,6
4.0,1,2,3,4,5,6
4.5,1,2,3,4,5,6
5.0,1,2,3,4,5,6
5.5,1,2,3,4,5,6
6.0,1,2,3,4,5,6
6.5,1,2,3,4,5,6
7.0,1,2,3,4,5,6
7.5,1,2,3,4,5,6
8.0,1,2,3,4,5,6
8.5,1,2,3,4,5,6
9.0,1,2,3,4,5,6
9.5,1,2,3,4,5,6
10.0,1,2,3,4,5,6
10.5,1,2,3,4,5,6
11.0,1,2,3,4,5,6
11.5,1,2,3,4,5,6
12.0,1,2,3,4,5,6
12.5,1,2,3,4,5,6
13.0,1,2,3,4,5,6
13.5,1,2,3,4,5,6
14.0,1,2,3,4,5,6
14.5,1,2,3,4,5,6
15.0,1,2,3,4,5,6
10/2/2021,14:42:52
Cell 1 Voltage,Cell 2 Voltage,Cell 3 Voltage,Cell 4 Voltage,Cell 5 Voltage,Cell 6 Voltage
0.0,1,2,3,4,5,6
0.5,1,2,3,4,5,6
1.0,1,2,3,4,5,6
1.5,1,2,3,4,5,6
2.0,1,2,3,4,5,6
2.5,1,2,3,4,5,6
3.0,1,2,3,4,5,6
3.5,1,2,3,4,5,6
4.0,1,2,3,4,5,6
4.5,1,2,3,4,5,6
5.0,1,2,3,4,5,6
5.5,1,2,3,4,5,6
6.0,1,2,3,4,5,6
6.5,1,2,3,4,5,6
7.0,1,2,3,4,5,6
7.5,1,2,3,4,5,6
8.0,1,2,3,4,5,6
8.5,1,2,3,4,5,6
9.0,1,2,3,4,5,6
9.5,1,2,3,4,5,6
10.0,1,2,3,4,5,6
10.5,1,2,3,4,5,6
11.0,1,2,3,4,5,6
11.5,1,2,3,4,5,6
12.0,1,2,3,4,5,6
12.5,1,2,3,4,5,6
13.0,1,2,3,4,5,6
13.5,1,2,3,4,5,6
14.0,1,2,3,4,5,6
14.5,1,2,3,4,5,6
15.0,1,2,3,4,5,6
24/2/2021,10:56:36
Cell 1 Voltage,Cell 2 Voltage,Cell 3 Voltage,Cell 4 Voltage,Cell 5 Voltage,Cell 6 Voltage
0.01,1,2,3,4,5,6
0.5,1,2,3,4,5,6
1.0,1,2,3,4,5,6
1.5,1,2,3,4,5,6
2.0,1,2,3,4,5,6
2.5,1,2,3,4,5,6
3.0,1,2,3,4,5,6
3.5,1,2,3,4,5,6
4.0,1,2,3,4,5,6
4.5,1,2,3,4,5,6
5.0,1,2,3,4,5,6
5.5,1,2,3,4,5,6
6.0,1,2,3,4,5,6
6.5,1,2,3,4,5,6
7.0,1,2,3,4,5,6
7.5,1,2,3,4,5,6
8.0,1,2,3,4,5,6
8.5,1,2,3,4,5,6
9.0,1,2,3,4,5,6
9.5,1,2,3,4,5,6
10.0,1,2,3,4,5,6
10.5,1,2,3,4,5,6
11.0,1,2,3,4,5,6
11.5,1,2,3,4,5,6
12.0,1,2,3,4,5,6
12.5,1,2,3,4,5,6
13.0,1,2,3,4,5,6
13.5,1,2,3,4,5,6
14.0,1,2,3,4,5,6
14.5,1,2,3,4,5,6
15.0,1,2,3,4,5,6
24/2/2021,10:58:59
Cell 1 Voltage,Cell 2 Voltage,Cell 3 Voltage,Cell 4 Voltage,Cell 5 Voltage,Cell 6 Voltage
0.0,1,2,3,4,5,6
0.5,1,2,3,4,5,6
1.0,1,2,3,4,5,6
1.5,1,2,3,4,5,6
2.0,1,2,3,4,5,6
2.5,1,2,3,4,5,6
3.0,1,2,3,4,5,6
3.5,1,2,3,4,5,6
4.0,1,2,3,4,5,6
4.5,1,2,3,4,5,6
5.0,1,2,3,4,5,6
5.5,1,2,3,4,5,6
6.0,1,2,3,4,5,6
6.5,1,2,3,4,5,6
7.0,1,2,3,4,5,6
7.5,1,2,3,4,5,6
8.0,1,2,3,4,5,6
8.5,1,2,3,4,5,6
9.0,1,2,3,4,5,6
9.5,1,2,3,4,5,6
10.0,1,2,3,4,5,6
10.5,1,2,3,4,5,6
11.0,1,2,3,4,5,6
11.5,1,2,3,4,5,6
12.0,1,2,3,4,5,6
12.5,1,2,3,4,5,6
13.0,1,2,3,4,5,6
13.5,1,2,3,4,5,6
14.0,1,2,3,4,5,6
14.5,1,2,3,4,5,6
15.0,1,2,3,4,5,6
16.0,1,2,3,4,5,6
17.0,1,2,3,4,5,6
18.0,1,2,3,4,5,6
19.0,1,2,3,4,5,6
20.0,1,2,3,4,5,6
21.0,1,2,3,4,5,6
22.0,1,2,3,4,5,6
23.0,1,2,3,4,5,6
24.0,1,2,3,4,5,6
25.0,1,2,3,4,5,6
26.0,1,2,3,4,5,6
27.0,1,2,3,4,5,6
28.0,1,2,3,4,5,6
29.0,1,2,3,4,5,6
30.0,1,2,3,4,5,6
31.0,1,2,3,4,5,6
32.0,1,2,3,4,5,6
33.0,1,2,3,4,5,6
34.0,1,2,3,4,5,6
35.0,1,2,3,4,5,6
36.0,1,2,3,4,5,6
37.0,1,2,3,4,5,6
38.0,1,2,3,4,5,6
39.0,1,2,3,4,5,6
40.0,1,2,3,4,5,6
41.0,1,2,3,4,5,6
42.0,1,2,3,4,5,6
43.0,1,2,3,4,5,6
44.0,1,2,3,4,5,6
45.0,1,2,3,4,5,6
24/2/2021,11:4:32
Cell 1 Voltage,Cell 2 Voltage,Cell 3 Voltage,Cell 4 Voltage,Cell 5 Voltage,Cell 6 Voltage
0.0,1,2,3,4,5,6
0.5,1,2,3,4,5,6
1.0,1,2,3,4,5,6
1.5,1,2,3,4,5,6
2.0,1,2,3,4,5,6
2.5,1,2,3,4,5,6
3.0,1,2,3,4,5,6
3.5,1,2,3,4,5,6
4.0,1,2,3,4,5,6
4.5,1,2,3,4,5,6
5.0,1,2,3,4,5,6
5.5,1,2,3,4,5,6
6.0,1,2,3,4,5,6
6.5,1,2,3,4,5,6
7.0,1,2,3,4,5,6
7.5,1,2,3,4,5,6
8.0,1,2,3,4,5,6
8.5,1,2,3,4,5,6
9.0,1,2,3,4,5,6
9.5,1,2,3,4,5,6
10.0,1,2,3,4,5,6
10.5,1,2,3,4,5,6
11.0,1,2,3,4,5,6
11.5,1,2,3,4,5,6
12.0,1,2,3,4,5,6
12.5,1,2,3,4,5,6
13.0,1,2,3,4,5,6
13.5,1,2,3,4,5,6
14.0,1,2,3,4,5,6
14.5,1,2,3,4,5,6
15.0,1,2,3,4,5,6
16.0,1,2,3,4,5,6
17.0,1,2,3,4,5,6
18.0,1,2,3,4,5,6
19.0,1,2,3,4,5,6
20.0,1,2,3,4,5,6
21.0,1,2,3,4,5,6
22.0,1,2,3,4,5,6
23.0,1,2,3,4,5,6
